role,name,email,city,lat,lng,status
ngo,Maitri Foundation Hub,contact@maitrifoundationhub.org,New Delhi,28.64358,77.278147,approved
ngo,Prana Foundation Trust,reach@pranafoundationtrust.org,New Delhi,28.72335,77.272177,approved
ngo,Hope Blood Hub,bloodbank@hopebloodhub.org,Greater Noida,28.56845,77.557093,approved
ngo,Prana Foundation Initiative,info@pranafoundationinitiat.org,Noida,28.594227,77.328554,approved
ngo,Pahal Blood Initiative,donate@pahalbloodinitiative.org,New Delhi,28.727863,77.159743,approved
ngo,Aarogya Society,contact@aarogyasociety.org,Noida,28.540666,77.467913,approved
ngo,Naya Jeevan Trust,care@nayajeevantrust.org,New Delhi,28.641237,77.170609,approved
ngo,Seva Blood Mission,seva@sevabloodmission.org,Greater Noida,28.567056,77.429797,approved
ngo,Mamta Blood Network,support@mamtabloodnetwork.org,Bahadurgarh,28.742508,76.914635,approved
ngo,Rahat Foundation Network,help@rahatfoundationnetwork.org,Faridabad,28.495726,77.203206,approved
ngo,Red Cross Movement,donate@redcrossmovement.org,Noida,28.542959,77.37202,approved
ngo,Nishkam Seva Alliance,help@nishkamsevaalliance.org,Noida,28.520711,77.336026,approved
ngo,Suraksha Blood Institute,seva@surakshabloodinstitute.org,Gurugram,28.502256,76.985064,approved
ngo,Red Cross Trust,donate@redcrosstrust.org,Ghaziabad,28.681625,77.480414,approved
ngo,Bal Raksha Project,seva@balrakshaproject.org,Gurugram,28.368066,77.031903,approved
ngo,Prasad Blood Project,care@prasadbloodproject.org,New Delhi,28.557334,77.225564,approved
ngo,Sparsh Foundation Mission,seva@sparshfoundationmissio.org,Faridabad,28.493747,77.214268,approved
ngo,Jiwan Jyoti Movement,bloodbank@jiwanjyotimovement.org,New Delhi,28.665262,77.274511,approved
ngo,Rahat Foundation Initiative,seva@rahatfoundationinitiat.org,New Delhi,28.652663,77.182628,approved
ngo,Anand Foundation Society,help@anandfoundationsociety.org,New Delhi,28.570535,77.112615,approved
ngo,Navjeevan Trust Institute,support@navjeevantrustinstitut.org,New Delhi,28.602284,77.259333,approved
ngo,Karuna Trust Trust,care@karunatrusttrust.org,Greater Noida,28.573905,77.579275,approved
ngo,Punya Blood Movement,admin@punyabloodmovement.org,New Delhi,28.572008,77.080386,approved
ngo,Prana Foundation Society,reach@pranafoundationsociety.org,Greater Noida,28.492411,77.499153,pending
ngo,Navjeevan Trust Organization,reach@navjeevantrustorganiza.org,New Delhi,28.717945,77.181404,approved
ngo,Vishwas Foundation Association,care@vishwasfoundationassoc.org,Sonipat,29.010106,77.125785,approved
ngo,Prasad Blood Movement,care@prasadbloodmovement.org,Faridabad,28.463009,77.369526,approved
ngo,Sparsh Foundation NGO,bloodbank@sparshfoundationngo.org,Greater Noida,28.532624,77.402889,approved
ngo,Jiwan Jyoti Organization,support@jiwanjyotiorganization.org,New Delhi,28.650955,77.055207,approved
ngo,Disha Blood Centre,contact@dishabloodcentre.org,Sonipat,29.07139,77.132656,approved
ngo,Jan Seva Alliance,admin@jansevaalliance.org,New Delhi,28.733586,77.205868,approved
ngo,Blood Care Alliance,info@bloodcarealliance.org,Gurugram,28.400116,77.054061,approved
ngo,Raksha Setu Association,help@rakshasetuassociation.org,Sonipat,28.968057,77.089143,pending
ngo,Nishkam Seva Trust,seva@nishkamsevatrust.org,Greater Noida,28.51805,77.632982,approved
ngo,United Blood Hub,bloodbank@unitedbloodhub.org,Greater Noida,28.515469,77.468528,approved
ngo,United Blood Project,seva@unitedbloodproject.org,Gurugram,28.471991,77.064036,approved
ngo,Pahal Blood Association,seva@pahalbloodassociation.org,New Delhi,28.728362,77.125925,approved
ngo,Life Saver NGO,care@lifesaverngo.org,Gurugram,28.394316,77.05249,approved
ngo,Red Cross Hub,care@redcrosshub.org,Ghaziabad,28.632459,77.53802,approved
ngo,Nishkam Seva Network,support@nishkamsevanetwork.org,Noida,28.544326,77.454426,approved
ngo,Shakti Foundation Organization,seva@shaktifoundationorgani.org,New Delhi,28.620823,77.240711,approved
ngo,Sahara Blood Centre,care@saharabloodcentre.org,Bahadurgarh,28.664033,76.930374,approved
ngo,Shakti Foundation Trust,seva@shaktifoundationtrust.org,Noida,28.540302,77.426134,approved
ngo,Swasthya Seva Project,info@swasthyasevaproject.org,Gurugram,28.350865,77.103135,approved
ngo,Prasad Blood Society,bloodbank@prasadbloodsociety.org,Greater Noida,28.569989,77.469827,approved
ngo,Karuna Trust Institute,seva@karunatrustinstitute.org,New Delhi,28.607613,77.138155,approved
ngo,Suraksha Blood Organization,care@surakshabloodorganizat.org,Greater Noida,28.401352,77.586444,pending
ngo,Raksha Setu Society,donate@rakshasetusociety.org,Noida,28.545605,77.328998,approved
ngo,Sahara Blood Association,reach@saharabloodassociation.org,Ghaziabad,28.767631,77.539691,approved
ngo,Red Cross Foundation,contact@redcrossfoundation.org,Noida,28.538482,77.479178,approved
ngo,Raksha Setu Mission,reach@rakshasetumission.org,Greater Noida,28.599666,77.529362,approved
ngo,Sparsh Foundation Foundation,reach@sparshfoundationfounda.org,Ghaziabad,28.735245,77.413266,approved
ngo,Punya Blood Organization,donate@punyabloodorganization.org,New Delhi,28.735682,77.088555,approved
ngo,Vishwas Foundation Alliance,reach@vishwasfoundationallia.org,Noida,28.551492,77.406028,approved
ngo,Jiwan Jyoti Association,info@jiwanjyotiassociation.org,New Delhi,28.715206,77.178148,approved
ngo,Navjeevan Trust Association,donate@navjeevantrustassociat.org,Faridabad,28.477629,77.284177,approved
ngo,Care & Cure Organization,help@careandcureorganizatio.org,Noida,28.509025,77.41299,approved
ngo,Rahat Foundation Foundation,bloodbank@rahatfoundationfoundat.org,Ghaziabad,28.602147,77.300695,approved
ngo,Red Cross Centre,contact@redcrosscentre.org,Ghaziabad,28.63933,77.424465,approved
ngo,Jan Seva Hub,donate@jansevahub.org,Noida,28.57715,77.328744,approved
ngo,Sanjeevani Society,donate@sanjeevanisociety.org,Ghaziabad,28.751899,77.326662,approved
ngo,Shakti Foundation Initiative,seva@shaktifoundationinitia.org,New Delhi,28.672601,77.25165,approved
ngo,Jiwan Jyoti Society,support@jiwanjyotisociety.org,New Delhi,28.620769,77.092354,approved
ngo,Sukoon Foundation Alliance,contact@sukoonfoundationallian.org,New Delhi,28.637928,77.205045,approved
ngo,Nirmal Seva Project,help@nirmalsevaproject.org,New Delhi,28.612959,77.274717,approved
ngo,Aarogya Centre,bloodbank@aarogyacentre.org,Noida,28.601237,77.416964,approved
ngo,Life Saver Movement,support@lifesavermovement.org,Noida,28.51312,77.333985,approved
ngo,United Blood Organization,donate@unitedbloodorganizatio.org,New Delhi,28.622587,77.133754,approved
ngo,Jan Seva Trust,info@jansevatrust.org,Noida,28.563342,77.482599,approved
ngo,Disha Blood Network,care@dishabloodnetwork.org,Noida,28.535576,77.306983,approved
ngo,Pahal Blood Society,info@pahalbloodsociety.org,Noida,28.529444,77.408973,approved
ngo,Disha Blood Project,support@dishabloodproject.org,Ghaziabad,28.631844,77.38823,approved
ngo,Raksha Setu Initiative,donate@rakshasetuinitiative.org,Noida,28.530667,77.471678,approved
ngo,Aarogya Organization,reach@aarogyaorganization.org,Sonipat,29.026529,77.018828,approved
ngo,Jeevan Raksha Mission,admin@jeevanrakshamission.org,Ghaziabad,28.747188,77.491203,approved
ngo,Sanjeevani Network,contact@sanjeevaninetwork.org,Gurugram,28.427987,76.967207,approved
ngo,Hope Blood Trust,donate@hopebloodtrust.org,Faridabad,28.48277,77.361036,approved
ngo,Pahal Blood Network,info@pahalbloodnetwork.org,New Delhi,28.595285,77.081533,approved
ngo,Sukoon Foundation Project,seva@sukoonfoundationprojec.org,Noida,28.61625,77.476551,approved
ngo,Nishkam Seva Society,contact@nishkamsevasociety.org,New Delhi,28.623316,77.249848,approved
ngo,Life Saver Centre,seva@lifesavercentre.org,Faridabad,28.349684,77.369343,approved
ngo,Blood Bridge Network,info@bloodbridgenetwork.org,Ghaziabad,28.654178,77.452229,approved
ngo,Sukoon Foundation Foundation,reach@sukoonfoundationfounda.org,Ghaziabad,28.632403,77.349522,approved
ngo,Raksha Setu Centre,help@rakshasetucentre.org,Noida,28.584682,77.345531,approved
ngo,Mamta Blood Centre,reach@mamtabloodcentre.org,Greater Noida,28.469808,77.400243,approved
ngo,Blood Care Hub,reach@bloodcarehub.org,Gurugram,28.471477,76.959469,approved
ngo,Sparsh Foundation Institute,info@sparshfoundationinstit.org,New Delhi,28.633447,77.235983,pending
ngo,Prana Foundation Network,donate@pranafoundationnetwork.org,Ghaziabad,28.617987,77.53659,approved
ngo,Sewa Bharti Institute,seva@sewabhartiinstitute.org,Faridabad,28.401732,77.335318,approved
ngo,Vishwas Foundation Society,seva@vishwasfoundationsocie.org,Ghaziabad,28.752384,77.310923,approved
ngo,Amrit Blood Society,donate@amritbloodsociety.org,Gurugram,28.382739,77.106172,approved
ngo,Humanity First Society,care@humanityfirstsociety.org,Noida,28.552084,77.318508,approved
ngo,Naya Jeevan Centre,seva@nayajeevancentre.org,New Delhi,28.597575,77.110428,approved
ngo,Jan Seva Association,admin@jansevaassociation.org,Greater Noida,28.42668,77.576929,approved
ngo,Save Lives Mission,bloodbank@savelivesmission.org,New Delhi,28.702103,77.092303,approved
ngo,Vishwas Foundation Organization,support@vishwasfoundationorgan.org,Ghaziabad,28.622896,77.372335,approved
ngo,Humanity First Hub,admin@humanityfirsthub.org,New Delhi,28.610781,77.077649,approved
ngo,Jeevan Daan Association,seva@jeevandaanassociation.org,Sonipat,29.020299,77.054446,approved
ngo,Umeed Blood Initiative,info@umeedbloodinitiative.org,New Delhi,28.699458,77.132931,approved
ngo,Jan Seva Initiative,bloodbank@jansevainitiative.org,Noida,28.573252,77.456775,approved
ngo,Anand Foundation Hub,admin@anandfoundationhub.org,Noida,28.597961,77.315629,approved
ngo,Vandana Blood Society,donate@vandanabloodsociety.org,New Delhi,28.719145,77.281676,approved
ngo,Raksha Setu Institute,reach@rakshasetuinstitute.org,Gurugram,28.415335,76.986909,approved
ngo,Samarpan Trust Hub,care@samarpantrusthub.org,Noida,28.625673,77.35071,approved
ngo,Naya Jeevan Organization,seva@nayajeevanorganization.org,New Delhi,28.696152,77.298908,approved
ngo,Jeevan Raksha Foundation,seva@jeevanrakshafoundation.org,Ghaziabad,28.69588,77.354569,approved
ngo,Anand Foundation Project,donate@anandfoundationproject.org,New Delhi,28.635089,77.120814,approved
ngo,Swasthya Seva Hub,care@swasthyasevahub.org,Greater Noida,28.412544,77.402199,pending
ngo,Rahat Foundation Society,bloodbank@rahatfoundationsociety.org,New Delhi,28.609148,77.160789,approved
ngo,Care & Cure Initiative,info@careandcureinitiative.org,Noida,28.581408,77.403356,approved
ngo,Jeevan Raksha Movement,contact@jeevanrakshamovement.org,Greater Noida,28.544554,77.482885,approved
ngo,Udaan Foundation Centre,help@udaanfoundationcentre.org,Ghaziabad,28.659862,77.385852,approved
ngo,Kripa Blood Alliance,care@kripabloodalliance.org,New Delhi,28.660975,77.285794,approved
ngo,Karuna Trust Organization,admin@karunatrustorganizatio.org,New Delhi,28.572851,77.095125,approved
ngo,Save Lives NGO,admin@savelivesngo.org,Greater Noida,28.529935,77.446885,approved
ngo,Prana Foundation Mission,seva@pranafoundationmission.org,Gurugram,28.395311,77.064541,approved
ngo,Helping Hands Movement,seva@helpinghandsmovement.org,Greater Noida,28.426857,77.525783,approved
ngo,Save Lives Centre,donate@savelivescentre.org,Gurugram,28.370419,77.116042,approved
ngo,Udaan Foundation Movement,info@udaanfoundationmovemen.org,New Delhi,28.57736,77.244041,approved
ngo,Vandana Blood Foundation,contact@vandanabloodfoundation.org,New Delhi,28.690386,77.288907,approved
ngo,Raktadan Organization,info@raktadanorganization.org,New Delhi,28.674234,77.268031,approved
ngo,Sparsh Foundation Society,care@sparshfoundationsociet.org,Faridabad,28.449087,77.268279,approved
ngo,Blood Care Project,reach@bloodcareproject.org,Ghaziabad,28.670689,77.388935,approved
ngo,Maitri Foundation NGO,admin@maitrifoundationngo.org,Ghaziabad,28.670871,77.473482,approved
ngo,Life Saver Initiative,info@lifesaverinitiative.org,Bahadurgarh,28.657375,76.938763,approved
ngo,Maitri Foundation Centre,bloodbank@maitrifoundationcentre.org,Faridabad,28.467241,77.317663,approved
ngo,Umeed Blood Movement,admin@umeedbloodmovement.org,Bahadurgarh,28.744877,76.90207,approved
ngo,Blood Care Trust,help@bloodcaretrust.org,New Delhi,28.674084,77.211172,approved
ngo,Jeevan Daan Institute,seva@jeevandaaninstitute.org,Faridabad,28.378683,77.374604,approved
ngo,Raktadan Alliance,reach@raktadanalliance.org,New Delhi,28.558731,77.092432,approved
ngo,Sparsh Foundation Association,contact@sparshfoundationassoci.org,Greater Noida,28.467101,77.520859,approved
ngo,Rahat Foundation Centre,help@rahatfoundationcentre.org,New Delhi,28.604533,77.118335,approved
ngo,Raktadan Institute,contact@raktadaninstitute.org,Noida,28.637258,77.480528,approved
ngo,Prasad Blood Centre,info@prasadbloodcentre.org,New Delhi,28.622582,77.120396,approved
ngo,Sewa Bharti Association,donate@sewabhartiassociation.org,Faridabad,28.470641,77.249041,approved
ngo,Sahara Blood Foundation,care@saharabloodfoundation.org,Gurugram,28.484351,77.126732,approved
ngo,Aarogya Movement,support@aarogyamovement.org,Greater Noida,28.599327,77.437702,approved
ngo,Kripa Blood Initiative,bloodbank@kripabloodinitiative.org,Faridabad,28.389104,77.313745,approved
ngo,Rahat Foundation Alliance,donate@rahatfoundationallianc.org,New Delhi,28.681772,77.291454,approved
ngo,Jeevan Raksha Alliance,help@jeevanrakshaalliance.org,New Delhi,28.610847,77.138372,approved
ngo,Rahat Foundation Project,info@rahatfoundationproject.org,Bahadurgarh,28.733859,76.947889,approved
ngo,Humanity First Organization,seva@humanityfirstorganizat.org,Faridabad,28.34007,77.32058,approved
ngo,Humanity First Trust,info@humanityfirsttrust.org,Ghaziabad,28.761894,77.518879,approved
ngo,Vatsalya Blood Centre,contact@vatsalyabloodcentre.org,New Delhi,28.677978,77.280722,approved
ngo,Sewa Bharti Foundation,seva@sewabhartifoundation.org,Noida,28.560798,77.435793,approved
ngo,Swasthya Seva Movement,contact@swasthyasevamovement.org,New Delhi,28.56744,77.203198,approved
ngo,Sukoon Foundation Network,seva@sukoonfoundationnetwor.org,Bahadurgarh,28.737331,76.903861,approved
ngo,Jiwan Jyoti Foundation,bloodbank@jiwanjyotifoundation.org,Ghaziabad,28.722794,77.481034,approved
ngo,Vandana Blood Organization,care@vandanabloodorganizati.org,New Delhi,28.657732,77.197122,approved
ngo,Sahara Blood NGO,reach@saharabloodngo.org,Ghaziabad,28.651566,77.477857,approved
ngo,Vishwas Foundation Mission,seva@vishwasfoundationmissi.org,Gurugram,28.46186,77.022271,approved
ngo,Samarpan Trust Initiative,info@samarpantrustinitiativ.org,Noida,28.598304,77.454833,approved
ngo,Life Saver Alliance,help@lifesaveralliance.org,Bahadurgarh,28.662222,76.981491,approved
ngo,Vandana Blood Institute,help@vandanabloodinstitute.org,Gurugram,28.530571,77.124167,approved
ngo,Shakti Foundation Foundation,care@shaktifoundationfounda.org,Gurugram,28.505621,76.998517,pending
ngo,Sparsh Foundation Hub,bloodbank@sparshfoundationhub.org,Greater Noida,28.49202,77.480958,pending
ngo,Sukoon Foundation Centre,care@sukoonfoundationcentre.org,New Delhi,28.561997,77.19105,approved
ngo,Prana Foundation Foundation,admin@pranafoundationfoundat.org,Faridabad,28.304153,77.341853,approved
ngo,Jeevan Daan Initiative,admin@jeevandaaninitiative.org,Noida,28.64314,77.327305,approved
ngo,Anand Foundation Alliance,seva@anandfoundationallianc.org,New Delhi,28.592414,77.063032,approved
ngo,Raktadan Hub,admin@raktadanhub.org,Faridabad,28.437031,77.361004,approved
ngo,Sparsh Foundation Trust,help@sparshfoundationtrust.org,Faridabad,28.392896,77.279435,approved
ngo,Sahara Blood Hub,contact@saharabloodhub.org,Ghaziabad,28.717055,77.350344,approved
ngo,Raktadan Mission,reach@raktadanmission.org,New Delhi,28.596326,77.157624,approved
ngo,Naya Jeevan Society,donate@nayajeevansociety.org,New Delhi,28.635695,77.094745,approved
ngo,Punya Blood Trust,donate@punyabloodtrust.org,New Delhi,28.620715,77.174067,pending
ngo,Prana Foundation Institute,info@pranafoundationinstitu.org,Noida,28.540946,77.335444,approved
ngo,Blood Care NGO,donate@bloodcarengo.org,New Delhi,28.559571,77.24738,pending
ngo,Blood Care Centre,seva@bloodcarecentre.org,Noida,28.581595,77.409762,approved
ngo,Nishkam Seva Organization,bloodbank@nishkamsevaorganizatio.org,Bahadurgarh,28.681827,76.962872,pending
ngo,Sanjeevani Hub,contact@sanjeevanihub.org,Noida,28.535864,77.40021,pending
ngo,Care & Cure Centre,info@careandcurecentre.org,Ghaziabad,28.617363,77.455208,approved
ngo,Sukoon Foundation Institute,donate@sukoonfoundationinstit.org,Gurugram,28.414875,77.079245,approved
ngo,Prasad Blood Foundation,seva@prasadbloodfoundation.org,Noida,28.611931,77.470695,approved
ngo,Asha Kiran NGO,bloodbank@ashakiranngo.org,Ghaziabad,28.671041,77.316029,pending
ngo,Anand Foundation Movement,admin@anandfoundationmovemen.org,Noida,28.539342,77.468204,approved
ngo,Nirmal Seva Initiative,reach@nirmalsevainitiative.org,Noida,28.533184,77.328418,pending
ngo,Shakti Foundation Society,care@shaktifoundationsociet.org,Greater Noida,28.447728,77.443088,approved
ngo,Blood Care Association,bloodbank@bloodcareassociation.org,Greater Noida,28.472353,77.615904,approved
ngo,Kripa Blood Movement,donate@kripabloodmovement.org,Noida,28.578203,77.390561,approved
ngo,Save Lives Initiative,seva@savelivesinitiative.org,Noida,28.609602,77.334903,approved
ngo,Kripa Blood NGO,reach@kripabloodngo.org,New Delhi,28.624155,77.135024,approved
ngo,Care & Cure Foundation,reach@careandcurefoundation.org,New Delhi,28.601933,77.197648,approved
ngo,Aarogya Network,seva@aarogyanetwork.org,Greater Noida,28.418266,77.559036,approved
ngo,Mamta Blood Movement,admin@mamtabloodmovement.org,New Delhi,28.673572,77.142905,approved
ngo,Pahal Blood Movement,admin@pahalbloodmovement.org,Greater Noida,28.593957,77.507742,approved
ngo,Nirmal Seva Society,reach@nirmalsevasociety.org,Noida,28.528741,77.494275,approved
ngo,Helping Hands Trust,seva@helpinghandstrust.org,Noida,28.55691,77.405163,approved
ngo,Disha Blood Hub,seva@dishabloodhub.org,Faridabad,28.440189,77.287224,pending
ngo,Umeed Blood Project,contact@umeedbloodproject.org,New Delhi,28.684076,77.235112,approved
ngo,Maitri Foundation Network,donate@maitrifoundationnetwor.org,New Delhi,28.61603,77.146872,approved
ngo,Helping Hands Alliance,contact@helpinghandsalliance.org,New Delhi,28.570341,77.072063,approved
ngo,Udaan Foundation Project,contact@udaanfoundationproject.org,Ghaziabad,28.710075,77.486982,approved
ngo,Care & Cure Mission,contact@careandcuremission.org,New Delhi,28.587229,77.184721,approved
ngo,Asha Kiran Network,admin@ashakirannetwork.org,New Delhi,28.661139,77.177745,approved
ngo,Asha Kiran Movement,bloodbank@ashakiranmovement.org,New Delhi,28.721328,77.114271,approved
ngo,Vandana Blood Hub,seva@vandanabloodhub.org,New Delhi,28.681264,77.227469,approved
ngo,Pahal Blood Mission,contact@pahalbloodmission.org,Faridabad,28.445852,77.201702,approved
ngo,Nishkam Seva NGO,seva@nishkamsevango.org,Sonipat,28.99373,77.106583,approved
ngo,Disha Blood Organization,seva@dishabloodorganization.org,Ghaziabad,28.640772,77.350803,approved
ngo,Save Lives Foundation,help@savelivesfoundation.org,Faridabad,28.472526,77.214386,approved
ngo,Rahat Foundation Mission,help@rahatfoundationmission.org,New Delhi,28.649643,77.218463,approved
ngo,Pahal Blood NGO,donate@pahalbloodngo.org,Noida,28.515129,77.319047,approved
ngo,Blood Care Society,seva@bloodcaresociety.org,Sonipat,28.994045,77.0349,approved
ngo,Samarpan Trust Institute,help@samarpantrustinstitute.org,Noida,28.546435,77.351608,approved
ngo,United Blood NGO,donate@unitedbloodngo.org,New Delhi,28.688838,77.099539,approved
ngo,Naya Jeevan Association,contact@nayajeevanassociation.org,New Delhi,28.700074,77.174138,pending
ngo,Nirmal Seva Mission,info@nirmalsevamission.org,New Delhi,28.590265,77.167614,approved
ngo,Prana Foundation Alliance,admin@pranafoundationallianc.org,Gurugram,28.356481,77.069759,pending
ngo,Blood Bridge Association,care@bloodbridgeassociation.org,Noida,28.567444,77.349479,approved
ngo,Raksha Setu Movement,info@rakshasetumovement.org,New Delhi,28.694736,77.163746,approved
ngo,Jeevan Daan Alliance,bloodbank@jeevandaanalliance.org,New Delhi,28.642279,77.058432,approved
ngo,Jan Seva Institute,help@jansevainstitute.org,New Delhi,28.633065,77.259298,approved
ngo,Udaan Foundation Network,help@udaanfoundationnetwork.org,Gurugram,28.402256,76.971307,approved
